id1,id2,sim,text1,text2
120085,1298829,0.5151222,"15 tekee miulle kakkaran,",Akka miule tahasta;
672018,816433,0.0717496,"Väsy, väsy, västäräkki!#1","Kirot kattēŋ_kittān,"
1004253,491066,0.18898225,"10 Tule, isä, Tuutarista,","Kokko mulle siipijänsä, sulkijansa,"
1107652,714004,0.079745226,"Väsy, väsy, västäräkki,","10 Kattomahan, kysymähän:"
1288077,1288141,0.09672388,"Väsy, väsy, västäräkki,","Nuku nurmelle hyvälle,"
662308,822511,0.16609095,"seihtemeksi seipähäksi,","Oviseinä osman luista,"
1118496,938985,0.14349918,25 Neljäs istuu ja itkee.,"Väsy, väsy, västäräkki!"
143410,97372,0.22496063,"[Omat] tieltä tempom[ani],",Käükähä jumalan keäte.#2
822288,1041002,0.5666667,"Kuulin kurjen ladossa kuhertava,","Minä kuusehen kupahin,#6"
593479,1366599,0.2556086,"Koskilintu korvatyyny,","Kuumat kivet polttelivat,"
1298645,939003,0.2580234,Mitäs'hän tuo tullesas',5 mie siit pääsin päistärille;
958878,959312,0.7189967,Loo loo lokkalakki,"Loiro, loiro lokkolakki"
663094,649571,0.16724841,"Piat pilkana pitävät,","Minä kalat rīhmiehillen,"
982714,698925,0.40522042,Kala mies kaloja mulle.,kartanosi kalliolle.
804576,733041,0.84578013,"Rubiamma langot laulamahan,","Lähemmö, langot, laulamaha,"
822220,1124365,0.54838717,"Minä kankaalle kapasin,","Minä kakkaran riihi miehelle,"
662366,662639,0.7847059,"Minä kakkaran kalamiehille,","Minä pullan kalamiehille,"
265510,816462,0.19611613,"Nuku nurmelle hyvälle,","Mie pääsin päistärille,"
939295,1221900,0.19611613,Kolmas huutaa veikkoaan.,saksan saappa jalass'
1058493,210257,0.5118907,Karjalaine miul kaheksan kanan jäitseä.,"Kalamiäs minulle kaloja anno,"
497090,663247,0.61408836,Tapotj minulta isän ja tapotj minulta äitin.,"Tahtoi tappaa minuista,"
959312,1366809,0.08858079,"Väsy, väsy, västäräkki,",Loo loo lokkalakki
1195607,120125,0.09723057,"Läkkämmä, t'śikko, Läkköläh,",35 Viikon lenti viirilintu
1002919,1287902,0.9230771,"5 Tiepä pellolle pesäsi,","Tie pellolle pesäsi,"
1058444,1108452,0.83333355,Jyvät minä possulle.,"Minä jyvän possulle,"
1288227,602456,0.4599331,"Mihin silmäse sipaa,","5 Sillallen sikopajasi,"
1366705,1366709,0.92063427,"Väsy, väsy, västäräkki!","Väsy, vähävästäräkki,"
1348343,1366687,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku, nurmilintu,"
1046622,959994,0.22019275,Minä köpi ämmäl.,"Kirkon kellon kammioon,"
671831,417569,0.40327954,"Muulle perellen#1 murkinaksi,","Sille hiien hevoisella,"
662834,1059061,0.6825001,"Minä pääsin päistäriin,",Venäläistä pakoon pääsin.
714008,1366867,0.9999999,"Väsy, väsy, västäräkki,","Väsy, väsy, västäräkki,"
661903,992589,0.43643573,Minä kakun riihimiähelle.,"30 Minä oravan kottkallen,"
1116301,1383375,0.5617544,uutta virttää vjerrättelen?,"Vihki#1 vanha vierätteli,"
1299187,1058659,0.6449021,"5 Minä kakon kalamiehelle,","Kalamies minulle kalaset,"
1059643,1108318,0.21055874,"15 Emäntä sikana pihalla pyärii,","Koira mulle oravan hankki,"
1125581,993173,0.7126966,"Tappoi seitsemän setäni lasta,","Seän ja seittemän lasta,"
959396,382293,0.50572175,"Kuin mänin kylän kaulle,",siellä näin kun kurjet kultaa tuovat
560523,1366602,0.085202865,"Väsy, vähä västäräkki!",Äijän ääntä kulunut
