id1,id2,class
120085,1298829,d
672018,816433,d
1004253,491066,d
1107652,714004,d
1288077,1288141,d
662308,822511,d
1118496,938985,d
143410,97372,d
822288,1041002,d
593479,1366599,d
1298645,939003,d
958878,959312,s
663094,649571,d
982714,698925,d
804576,733041,d
822220,1124365,d
662366,662639,d
265510,816462,d
939295,1221900,d
1058493,210257,d
497090,663247,d
959312,1366809,d
1195607,120125,d
1002919,1287902,s
1058444,1108452,s
1288227,602456,d
1366705,1366709,d
1348343,1366687,s
1046622,959994,d
671831,417569,d
662834,1059061,d
714008,1366867,s
661903,992589,d
1116301,1383375,d
1299187,1058659,d
1059643,1108318,d
1125581,993173,d
959396,382293,d
560523,1366602,d
959289,1374854,d
120704,120773,d
556422,1287764,d
593401,1125180,d
822468,663085,d
1318864,992429,d
1119008,1288006,s
1299203,982868,d
1348302,1287887,s
1087809,497014,s
1288183,299930,d
476626,489403,d
1374886,662053,s
960025,1298636,d
993180,592802,d
179753,476634,d
98437,160274,d
160307,1366731,d
592744,1046540,d
633755,733129,d
1319007,617584,d
1090055,1124343,d
1299251,1059565,d
1124756,959468,d
481324,1058661,d
1124980,1089297,d
662906,1288136,d
1124735,1119046,d
593748,661855,d
982823,1348327,s
15825,1046555,d
789155,500882,d
662039,982738,d
1124435,1059149,d
731171,556354,d
1089517,1125091,s
822146,1124323,d
662827,928261,d
1108468,1058749,d
330028,139653,d
556144,1004084,d
1089471,662789,d
566770,1374326,d
238061,1348314,d
731134,655870,d
868146,959862,d
1348295,982737,s
1313776,714060,d
1058596,939201,d
379033,619297,d
992613,662366,d
662604,1059627,d
960002,828610,d
1366678,1366647,d
1298653,488095,s
1288030,982766,s
992761,1374781,d
593372,1374335,s
716454,959588,s
98112,476634,d
207847,646108,d
120023,661980,d
663096,181197,d
1366771,1366818,s
97290,1295529,d
959810,230086,d
1089419,1124680,s
1125756,828476,d
662572,992951,d
593531,1125496,d
97298,501124,d
207901,160391,d
596085,1046330,d
1125635,1125108,d
374204,992445,d
1353759,593599,d
959271,992841,s
970803,968811,d
960021,661954,s
1114964,959159,d
1298485,633738,d
646151,787409,d
471974,1353769,d
224769,959459,d
960155,1043815,s
1125566,1288248,d
1288084,1299108,d
1299164,662415,d
992501,1058462,d
1287991,559219,d
1298517,1298798,d
97919,887142,d
959385,958992,s
958665,1089478,s
117975,1366583,s
1059048,1124829,s
816563,1288075,s
663003,357910,d
1319096,1318992,d
960103,1374901,d
944546,655967,s
1389241,117989,d
1374403,993153,d
463468,1089613,d
210600,992472,d
1059384,819505,d
816449,1348160,d
1058834,1124364,d
828306,662943,d
1124932,993015,s
959737,1366636,d
822066,493743,d
448628,819464,d
1125508,1059116,d
1287951,1288168,s
1059019,982783,d
1114971,1058472,d
928313,992451,d
662572,1003884,d
1058779,959932,d
592231,816463,d
1058581,1313999,d
662880,819564,d
1058633,985715,d
1348356,982893,s
1374439,1124215,d
617622,959774,d
98466,375004,d
418340,1226618,d
98054,1090078,d
804631,822119,d
1116043,1058833,d
97475,617496,d
1373256,1263173,d
491079,560128,d
662562,1125175,s
1287976,1348306,d
783999,593409,s
655955,982655,s
731727,417602,d
1089763,1348216,d
1058947,241836,d
123436,633846,d
180569,1124105,d
968703,1089430,d
1319065,1319018,d
120746,655981,d
1366761,655346,s
1313761,1313831,d
656060,816519,d
959530,1004248,d
1195577,1195653,s
1366482,1002833,d
1313965,827932,d
828136,1318946,s
160313,452530,d
959552,1041057,d
1004249,959936,d
959235,959142,s
959274,959937,d
1298653,633841,s
1058750,1087048,d
1124644,992851,d
828126,1288255,d
1059650,1059621,d
357913,157303,d
1374479,445182,d
1240109,1004135,d
72522,596081,d
1374308,993071,d
1086939,646126,s
671775,500983,s
560529,716353,d
160289,392920,d
663153,992522,d
655855,1366690,s
1366623,1288240,d
647807,861561,s
655876,982830,s
593748,1374893,d
1058577,120039,d
98502,789385,d
959055,1059621,d
1288134,655971,s
970729,482441,d
1366871,944670,s
180526,125594,d
1089688,1058802,d
714116,1288267,s
1059147,120243,d
1124896,960074,d
662705,445156,d
509697,98427,d
1363627,959562,d
887063,1118983,d
1124861,1124365,d
265469,448632,d
15810,734146,d
1089896,1353728,d
491059,1313716,d
1292602,1041116,d
960039,959618,d
1125632,887166,d
392951,234033,d
822508,822195,s
671956,1374853,d
1243189,383013,d
1059056,1374876,d
959291,1089668,d
960092,1058994,s
1374735,985848,d
714086,1366752,s
1059452,593830,s
663229,1374287,s
733057,593782,d
828977,1017617,d
1374772,1374787,d
593596,1124333,s
982886,1366664,s
1041133,671961,d
662685,1059621,d
1318823,568872,d
98203,1124699,d
1366744,656035,s
593609,593634,d
1059567,1059616,s
1089790,992815,d
561901,384476,d
992942,1089648,d
828228,122910,s
787680,789398,s
1125528,593517,d
125592,1040862,d
1089952,731682,d
1348329,1119048,d
661902,716410,d
816564,1288255,s
488337,959429,d
1059442,716506,d
1125534,819463,d
662963,1319378,d
1089475,959403,s
593715,593445,s
828981,1318829,s
1059268,1087759,d
656087,1288136,s
401141,1317557,d
1124725,1383375,d
712579,1125342,d
1299243,1124755,d
1374499,993002,d
1043816,1226648,d
1058374,1221895,d
593299,716544,d
731681,731868,s
822241,1088088,d
1319194,120087,d
72528,1299026,d
661896,992971,d
1086931,959958,d
1089271,601096,d
960148,207838,d
1125103,1125570,s
789412,1412058,d
828226,672027,s
1003872,593424,s
556405,492927,d
716478,1389274,d
1366759,1366833,s
1288020,1288256,s
1226617,1124992,d
662223,1041054,d
1374825,1299120,d
1124447,1124890,s
1058592,1041132,d
507002,1108309,d
1124074,661920,d
488175,1319304,d
868179,1389254,d
815642,97855,d
491070,1116050,d
1287921,950153,s
1374836,1108321,s
1298745,992540,s
500922,1319243,d
238010,992430,d
822355,959996,s
234051,663321,d
822011,476575,d
1348185,1366739,d
399053,1002918,d
100197,139617,d
556441,655889,d
1366588,985847,d
97241,662576,d
1298876,1125205,s
1124274,716446,s
716464,1366516,d
982738,1366720,s
887042,1002799,d
938948,1288165,d
982921,1287985,s
655941,97296,d
968801,655855,d
593702,1141597,d
488344,789378,d
1298824,1298654,d
982677,816439,d
993120,593645,d
224740,1059334,d
1243862,566853,d
714125,714107,s
1002748,649388,d
1124148,17936,d
993187,819427,s
959385,1125637,d
1058619,789161,d
1370846,993198,d
423434,1089443,d
1058699,1366672,d
100183,384489,d
793236,476284,d
939061,663211,d
559256,1348350,d
1059117,992538,d
662904,241831,d
661976,1058662,d
1088079,1288192,s
1121280,1288099,d
1288088,593442,d
1319399,662628,d
393025,1348219,d
1326197,265740,d
1319366,157998,d
714038,655855,s
1390,285078,d
180605,789758,d
1124839,663044,s
1125478,1298620,d
1089667,1287782,d
959980,1058781,s
1221873,120258,d
1366581,1366833,s
661972,1298617,d
1004245,655879,d
1299238,1195592,s
1124748,1238588,d
1124428,734131,d
1124290,992943,s
992508,350174,d
1374552,939182,d
1374292,662458,d
959367,714008,d
602666,1374689,d
160195,1040788,d
958782,1059594,s
1298552,959403,s
1108453,928266,d
1298471,992628,d
476608,1298476,d
160321,133855,d
1059090,1298855,d
219501,959947,d
1004160,992629,d
1298641,731846,d
960016,1318912,d
1374621,731834,d
122834,1058933,d
827943,714093,d
1363567,160373,d
507012,1319284,d
1089342,1319132,d
1089826,1089810,d
712565,822073,d
1089596,959272,d
661910,661911,d
714036,714081,d
617605,556395,d
939299,939034,d
1046603,1366584,d
1125671,992637,d
787774,992800,d
959539,716474,d
205148,392928,d
992660,992641,d
480195,1348143,d
560498,733054,d
1119008,1366592,s
1004101,330068,d
828665,959607,d
787682,1314029,d
1288233,731268,d
488177,1348239,d
1059640,1089503,s
1366468,1348296,d
1059151,959611,s
993135,662200,s
959650,959953,d
1125569,663310,d
959613,1058592,d
816455,982911,d
560130,462134,d
1366469,982673,s
1086924,1003895,s
100209,1348211,d
1089971,822070,d
1040717,396655,d
1350218,734095,d
1003859,716484,s
311408,1124162,d
1268484,1366855,d
1002886,1366561,d
1089787,1108383,d
479858,1287782,d
1089721,1108449,d
485705,1366794,d
1125014,663213,d
1059096,662215,s
393067,396642,d
1348361,788691,d
560476,98020,d
1353725,1408008,d
1119046,1118980,s
1124914,1298431,d
1089565,1108429,s
1374569,959337,d
160286,123421,d
1089903,219507,d
1240385,556352,d
617581,509703,d
293613,593466,d
661983,828055,d
993136,1089566,d
960075,121277,d
992915,655932,d
992855,72462,d
1125287,1058775,d
993021,663215,d
959412,658857,d
98093,593573,d
1046566,1119043,s
958697,293554,d
1089630,716456,d
1002839,982708,d
1313725,139614,d
1298899,1298819,s
488334,633877,s
423430,958710,d
822215,939045,d
1118977,1366735,s
982818,1046627,s
519466,593337,d
661986,1125676,d
712556,1046630,d
1125626,1125680,d
1116064,1124482,d
662967,982700,d
828512,1124150,d
716405,478314,d
662705,1124395,d
1299089,1059473,d
1058406,509808,d
868183,476585,d
1299186,1124109,d
1125624,656008,d
959536,992537,s
993150,1089673,d
982787,1366772,d
1366697,1292594,s
1125485,488039,d
1124719,593500,d
1090019,179748,d
932724,210588,d
1119009,982922,s
816549,816528,d
1391873,1046314,d
559502,1124167,d
661917,1125503,d
982636,982700,d
788791,887042,s
662195,816515,d
1004233,120746,s
662047,959404,d
663319,1108412,s
1366807,821904,d
120103,238069,d
1002876,556121,d
219505,1087822,d
662672,662792,d
265678,992795,d
1366579,949700,d
392928,392964,s
970751,1287910,d
1058754,1059634,d
1046576,828455,d
1108377,1195599,d
928274,1108574,d
1087775,556463,d
662936,1003892,d
672012,1089550,d
732134,731197,s
715618,1374788,d
265514,1268486,d
1058814,1058487,d
596102,238047,d
1125543,592803,d
97389,828693,d
886754,1125171,d
960160,224794,d
938954,1287874,d
1089560,992850,s
1288222,789513,d
1260708,384858,d
959291,662715,s
1108329,561910,d
958668,1299226,d
816513,714109,s
1089993,1319054,d
97349,828191,d
1059452,593364,d
1116298,72396,d
1119022,714028,s
1041042,861604,d
653029,476217,d
1373236,210601,d
219498,1041163,d
593326,488100,s
1287800,982685,d
1287875,1288279,d
1059292,1058811,s
653025,1318842,d
1366807,1065679,d
993114,662039,s
140416,413979,d
827977,560633,d
1124577,1059499,s
1125100,1089737,d
1288131,816447,d
390160,160359,d
1319115,827977,d
120710,959703,d
97686,819513,d
928295,959153,d
1351863,1366480,d
731880,1366468,d
982921,384840,s
816458,1288135,d
